,Unnamed: 0,corr_train,corr_test,r2_train,r2_test,num_obs,num_features,nrmse,baseline_nrmse,tumor,method,feature,measure
347,min,-0.2454712561577819,-0.836423293075483,-6.405885546997941,-24.165224613600163,40.0,1.0,0.1463604707423491,0.1683485118276969,tumor4,elastic,single,min
348,25%,0.1734692828314072,0.1591018966268249,0.0097791316199282,-0.0114564604763554,212.0,1.0,0.2753170951877806,0.2949245536172039,tumor4,elastic,single,25%
349,50%,0.3178077612818413,0.3403677976479355,0.0795363950728933,0.0654491212248244,368.0,1.0,0.325277089411844,0.3510351461116502,tumor4,elastic,single,50%
350,75%,0.4546545155212301,0.4957416869462402,0.1854433657307451,0.1909407359848429,452.0,1.0,0.4003164991427368,0.4314426405437818,tumor4,elastic,single,75%
351,max,0.893024065567866,0.9208748410576428,0.7484931103270676,0.7389778001296726,452.0,1.0,2.982643186521391,1.875077159365926,tumor4,elastic,single,max
352,count,11605.0,11605.0,11605.0,11605.0,11605.0,11605.0,11605.0,11605.0,tumor4,elastic,corum,count
353,mean,0.3459739655048406,0.3381365243343877,0.1137573816814336,0.068991672559672,323.5812149935373,7.288927186557518,0.3590935632656522,0.3811799180525933,tumor4,elastic,corum,mean
354,std,0.1806767740346382,0.2224449734617057,0.2422140438961549,0.5831785624429042,137.85129256251912,23.00127806039345,0.1492234481394028,0.1281886652728745,tumor4,elastic,corum,std
355,min,-0.2454712561577819,-0.836423293075483,-6.405885546997941,-24.165224613600163,40.0,1.0,0.1463604707423491,0.1683485118276969,tumor4,elastic,corum,min
356,25%,0.2195323060669799,0.1851500577036172,0.0242938982583711,-0.0071598118386271,212.0,1.0,0.272458746478619,0.2948066820115687,tumor4,elastic,corum,25%
357,50%,0.3573540938132871,0.3606862981504166,0.1027332046376431,0.0787786279521415,367.0,1.0,0.323785475563375,0.3508941531669584,tumor4,elastic,corum,50%
358,75%,0.4826676588893663,0.5076178166565768,0.2079545602822121,0.2019687543530703,452.0,2.0,0.4003164991427368,0.4314426405437818,tumor4,elastic,corum,75%
359,max,0.893024065567866,0.9208748410576428,0.7484931103270676,0.7389778001296726,452.0,270.0,2.982643186521391,1.875077159365926,tumor4,elastic,corum,max
360,count,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,tumor4,elastic,string,count
361,mean,0.5803756057626563,0.398845585155369,0.299742706309443,0.1241144329615771,321.19787234042553,306.4499574468085,0.3496988865519421,0.3814367631284717,tumor4,elastic,string,mean
362,std,0.1822304880717924,0.2246106519357714,0.1980805080723553,0.2804894907233071,138.91420897691518,220.3429781244796,0.1390740894159745,0.1283108569744912,tumor4,elastic,string,std
363,min,-0.0093885538217461,-0.7698916755148267,-1.386957677919236,-8.097895065074008,40.0,1.0,0.1447686195490664,0.1683485118276969,tumor4,elastic,string,min
364,25%,0.499853808268346,0.2640807129771294,0.1693304123784247,0.0125391101008707,205.25,139.0,0.2622195961600815,0.2948566588381549,tumor4,elastic,string,25%
365,50%,0.6132224291227086,0.4323721240802224,0.3070784517079354,0.1352329786851053,365.0,249.0,0.3159540333402921,0.3512575035423104,tumor4,elastic,string,50%
366,75%,0.7038572881188332,0.569364729739023,0.437516297064381,0.2702076224088318,452.0,425.0,0.3921708361392904,0.432124374509629,tumor4,elastic,string,75%
367,max,0.999998780587182,0.9494408161722784,0.9999944346826012,0.8148984497109608,452.0,935.0,2.266142198719693,1.875077159365926,tumor4,elastic,string,max
368,count,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,tumor4,elastic,stringhi,count
369,mean,0.4274608142685024,0.3654695418380783,0.1764643804130868,0.1024545993091649,322.29093242087254,40.48751069289992,0.354128295422159,0.3811336422434745,tumor4,elastic,stringhi,mean
370,std,0.1851743994223653,0.2203950762868812,0.1698306904222443,0.2506598085030951,138.3622091112959,64.09168236619699,0.1383800806110738,0.1281313411388292,tumor4,elastic,stringhi,std
371,min,-0.2454712561577819,-0.836423293075483,-2.9193741032790905,-10.74957069143925,40.0,1.0,0.1614321751229295,0.1683485118276969,tumor4,elastic,stringhi,min
372,25%,0.3095117904393303,0.2243604431054457,0.0613218367179759,-0.0001461121187153,208.0,2.0,0.2683914063135086,0.2947624729476486,tumor4,elastic,stringhi,25%
373,50%,0.449090794812446,0.3927747976883245,0.1642105331470149,0.1032001054921525,367.0,11.0,0.3213256139971726,0.3508967816929558,tumor4,elastic,stringhi,50%
374,75%,0.5644677840794593,0.531648708201873,0.2833462120255386,0.2269722653041187,452.0,51.0,0.3957645544502052,0.4314385095232902,tumor4,elastic,stringhi,75%
375,max,0.9496286326543648,0.9172373853793198,0.8766793710894688,0.756986081694178,452.0,858.0,2.634623426630553,1.875077159365926,tumor4,elastic,stringhi,max
376,count,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,tumor4,elastic,all,count
377,mean,0.7226050100274491,0.4115865631390751,0.4517844698250297,0.1440361969552832,320.8827427988784,12235.0,0.3457409082390045,0.3816932077510092,tumor4,elastic,all,mean
378,std,0.1843497132341584,0.2280437815103994,0.2353928410011771,0.232478835639866,139.0668474190596,0.0,0.1323154084540024,0.1286616504504423,tumor4,elastic,all,std
379,min,-7.046264540702853e-17,-0.733452916941924,-0.7457743157182473,-4.872082236326714,40.0,12235.0,0.151187633824914,0.1683485118276969,tumor4,elastic,all,min
380,25%,0.661293895625577,0.272211021922248,0.298383649007796,0.0186500839139022,205.0,12235.0,0.2594092912344801,0.2948902402301263,tumor4,elastic,all,25%
381,50%,0.762181169862353,0.4489422050837661,0.4711088918738256,0.1490809027645355,363.0,12235.0,0.3136322864788745,0.3514180694051359,tumor4,elastic,all,50%
382,75%,0.8383894595637142,0.5846258840215386,0.6222727056147181,0.2911121340214997,452.0,12235.0,0.3900984896763082,0.4323959832469132,tumor4,elastic,all,75%
383,max,0.999999433899158,0.9539494042259684,0.9999959268886224,0.8190377392318717,452.0,12235.0,1.6587638839484735,1.875077159365926,tumor4,elastic,all,max
384,count,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,tumor4,linreg,single,count
385,mean,0.3187859811512616,0.3267403511389702,0.1331082322180547,0.1038394827812195,323.9456005526293,1.0,0.3523827040945243,0.3812749956852738,tumor4,linreg,single,mean
386,std,0.1774442144499655,0.2263261195304639,0.1215584815238291,0.176631225203657,137.74327692934995,0.0,0.1198870590877981,0.1281831089575841,tumor4,linreg,single,std
387,min,-2.3997897378138463e-16,-0.8364232930754829,-2.220446049250313e-16,-3.723888349320921,40.0,1.0,0.1508142211942711,0.1683485118276969,tumor4,linreg,single,min
388,25%,0.1753916300043086,0.1753249319844726,0.0307622238755682,0.0008226224452119,212.0,1.0,0.2736123118039359,0.2949245536172039,tumor4,linreg,single,25%
389,50%,0.3178571150957228,0.3428136223733515,0.1010331456169756,0.0810746651394725,368.0,1.0,0.322867607665671,0.3510351461116502,tumor4,linreg,single,50%
390,75%,0.4546545155212297,0.4963424689523835,0.2067107284838439,0.2067447329379055,452.0,1.0,0.3952022653246302,0.4314426405437818,tumor4,linreg,single,75%
391,max,0.8930240655678662,0.920874841057643,0.7974919816833606,0.7923735162997094,452.0,1.0,1.5120521696038505,1.875077159365926,tumor4,linreg,single,max
392,count,11605.0,11605.0,11605.0,11605.0,11605.0,11605.0,11605.0,11605.0,tumor4,linreg,corum,count
393,mean,0.3613495968852094,0.3370660555391029,0.163382758426179,-2.9196582742061686e+21,323.5812149935373,7.288927186557518,248785034.18979108,0.3811799180525933,tumor4,linreg,corum,mean
394,std,0.1811409806402213,0.2229152241417568,0.1369109803046663,2.4820548082396357e+23,137.85129256251912,23.00127806039345,14652628964.065844,0.1281886652728745,tumor4,linreg,corum,std
395,min,-2.3997897378138463e-16,-0.8364232930754829,-2.220446049250313e-16,-2.6371815767321643e+25,40.0,1.0,0.1508142211942711,0.1683485118276969,tumor4,linreg,corum,min
396,25%,0.2274216278368512,0.1896659538349547,0.051720596807963,-0.0023849326284304,212.0,1.0,0.2746580024819626,0.2948066820115687,tumor4,linreg,corum,25%
397,50%,0.3653213753734269,0.3565832915570011,0.1334597073047324,0.0877665425446657,367.0,1.0,0.3246729255953737,0.3508941531669584,tumor4,linreg,corum,50%
398,75%,0.4953303795503374,0.50400680570227,0.2453521849054819,0.2146269521598183,452.0,2.0,0.3978770485686266,0.4314426405437818,tumor4,linreg,corum,75%
399,max,1.0,0.920874841057643,1.0,0.7923735162997094,452.0,270.0,1252597203992.8127,1.875077159365926,tumor4,linreg,corum,max
400,count,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,tumor4,linreg,string,count
401,mean,0.8590765382335614,0.1073007748030125,0.7607295960068263,-5.014170603323235e+25,321.19787234042553,306.4499574468085,784521595706.3181,0.3814367631284717,tumor4,linreg,string,mean
402,std,0.1512605856827291,0.2137470971059189,0.2120021187922151,6.58683499455353e+26,138.91420897691518,220.3429781244796,2434425594528.0938,0.1283108569744912,tumor4,linreg,string,std
403,min,-2.0689383634921668e-17,-0.7166808901790195,-0.810824514390514,-3.973326102473565e+28,40.0,1.0,0.1782500825702615,0.1683485118276969,tumor4,linreg,string,min
404,25%,0.8092638791135189,-0.0374528169801371,0.6549080260910376,-1.2243784632754925e+24,205.25,139.0,0.5139886223820184,0.2948566588381549,tumor4,linreg,string,25%
405,50%,0.9128474077268012,0.0867649266958484,0.8331076433542237,-302.1329666578299,365.0,249.0,7.309607542363696,0.3512575035423104,tumor4,linreg,string,50%
406,75%,0.9575517306692256,0.2427505772933911,0.9168734835965686,-0.857458072039675,452.0,425.0,396389595948.0852,0.432124374509629,tumor4,linreg,string,75%
407,max,1.0,0.901398567194012,1.0,0.7958117979671173,452.0,935.0,74183949649107.89,1.875077159365926,tumor4,linreg,string,max
408,count,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,tumor4,linreg,stringhi,count
409,mean,0.4975520323940601,0.327539850730955,-6.788181035384368e+19,-7.021063849052218e+24,322.29093242087254,40.48751069289992,48869517701.44964,0.3811336422434745,tumor4,linreg,stringhi,mean
410,std,0.2146489049712553,0.2228904059862882,7.339401928504713e+21,3.058441886558819e+26,138.3622091112959,64.09168236619699,1110835019225.8496,0.1281313411388292,tumor4,linreg,stringhi,std
411,min,-1.1232860613992772e-16,-0.7994095137534618,-7.935383630364327e+23,-2.460775097364038e+28,40.0,1.0,0.1613991185012457,0.1683485118276969,tumor4,linreg,stringhi,min
412,25%,0.3452416297892384,0.1829764840075558,0.1191917832155713,-0.0981311797906411,208.0,2.0,0.283730349649915,0.2947624729476486,tumor4,linreg,stringhi,25%
413,50%,0.5020236573509628,0.347460977992823,0.2520277535704207,0.0556608465634714,367.0,11.0,0.3390474872408472,0.3508967816929558,tumor4,linreg,stringhi,50%
414,75%,0.6504844407007291,0.4924127446125133,0.4230545003273201,0.1982835905796978,452.0,51.0,0.4331452994833567,0.4314385095232902,tumor4,linreg,stringhi,75%
415,max,1.0,0.9180369438641984,1.0,0.8320954940257261,452.0,858.0,57615941412204.01,1.875077159365926,tumor4,linreg,stringhi,max
416,count,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,tumor4,linreg,all,count
417,mean,0.9377427148356436,0.0131653424817312,0.878045863094045,-9.124302206578282e+24,320.8827427988784,12235.0,627556171101.8694,0.3816932077510092,tumor4,linreg,all,mean
418,std,0.0567611057989189,0.159911929304534,0.185247722344513,5.82274373291008e+25,139.0668474190596,0.0,928357304830.6616,0.1286616504504423,tumor4,linreg,all,std
419,min,0.2802202953233454,-0.8926209238305831,-12.868195233610583,-3.991240836836037e+27,40.0,12235.0,0.2755445840997174,0.1683485118276969,tumor4,linreg,all,min
420,25%,0.9225972410035828,-0.0829289442518755,0.8504538044879953,-6.3440213675985e+24,205.0,12235.0,96540082940.02528,0.2948902402301263,tumor4,linreg,all,25%
421,50%,0.9514957167318928,0.0085344774333058,0.9053020430419426,-1.7018670770783216e+24,363.0,12235.0,436375671663.0634,0.3514180694051359,tumor4,linreg,all,50%
422,75%,0.9715632437595576,0.0992170158113518,0.9438937086937692,-6.520097475673223e+22,452.0,12235.0,830316300898.7142,0.4323959832469132,tumor4,linreg,all,75%
423,max,1.0,0.8833431762093753,1.0,0.7160698926044051,452.0,12235.0,33389802451716.863,1.875077159365926,tumor4,linreg,all,max
424,count,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,tumor4,boosting,single,count
425,mean,0.8823936481509038,0.2129160018477963,0.7931128777999825,-0.4023566319565414,323.9456005526293,1.0,0.4340786472697748,0.3812749956852738,tumor4,boosting,single,mean
426,std,0.1411657033267329,0.2112961363752065,0.1806532060779474,0.7442437200241825,137.74327692934995,0.0,0.1687239531027105,0.1281831089575841,tumor4,boosting,single,std
427,min,-1.3024571881311556e-16,-0.7607801092446905,-0.0281325306665702,-45.32313482937426,40.0,1.0,0.1685463668765798,0.1683485118276969,tumor4,boosting,single,min
428,25%,0.8767200350715189,0.06319901268234,0.7634837072005115,-0.5823958826710656,212.0,1.0,0.3295046064353046,0.2949245536172039,tumor4,boosting,single,25%
429,50%,0.9211606262409844,0.2028934513941279,0.8406929012070452,-0.2951256774219206,368.0,1.0,0.3946186839292009,0.3510351461116502,tumor4,boosting,single,50%
430,75%,0.9490131131463116,0.3524790352262936,0.8943831760495099,-0.057844012175602,452.0,1.0,0.4866448270522145,0.4314426405437818,tumor4,boosting,single,75%
431,max,0.99999935797734,0.9404657886715124,0.9999980972065796,0.867808889713656,452.0,1.0,3.232198255688268,1.875077159365926,tumor4,boosting,single,max
432,count,11604.0,11604.0,11604.0,11604.0,11604.0,11604.0,11604.0,11604.0,tumor4,boosting,corum,count
433,mean,0.8942115467657159,0.2559641612576983,0.8144867170159267,-0.2844505199372196,323.59272664598416,7.175887624956912,0.4173964702760194,0.3811835067030429,tumor4,boosting,corum,mean
434,std,0.1365212631720388,0.2228487713041513,0.175974309261792,0.6071817656632355,137.8516543964954,22.80293404434064,0.1707832322164272,0.1281936061269645,tumor4,boosting,corum,std
435,min,-1.3024571881311556e-16,-0.7607801092446905,-0.0141285490295013,-12.076885318142386,40.0,1.0,0.1507993002229946,0.1683485118276969,tumor4,boosting,corum,min
436,25%,0.8906137566396861,0.0980142633876742,0.7886639808429168,-0.4788030441952286,212.0,1.0,0.3090045274870142,0.2948032825792145,tumor4,boosting,corum,25%
437,50%,0.9315729016557524,0.2520831430628287,0.8624441824246506,-0.1685936380008318,367.0,1.0,0.3804690418287224,0.3508967816929558,tumor4,boosting,corum,50%
438,75%,0.956949196047678,0.4146475557948575,0.9125007616303268,0.0513982374698467,452.0,2.0,0.4760823502147208,0.431491903438841,tumor4,boosting,corum,75%
439,max,0.9999999998969972,0.9196299699587506,0.9999999997725498,0.8442042649050574,452.0,268.0,2.972090953766124,1.875077159365926,tumor4,boosting,corum,max
440,count,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,tumor4,boosting,string,count
441,mean,0.9412172443153828,0.4619545886272156,0.888467079588676,0.1848136963491295,321.19787234042553,306.4499574468085,0.3322682502155311,0.3814367631284717,tumor4,boosting,string,mean
442,std,0.0551837684803736,0.2330940125848353,0.0924282354385092,0.3264906691743211,138.91420897691518,220.3429781244796,0.1278213653110688,0.1283108569744912,tumor4,boosting,string,std
443,min,-1.8748701906356373e-17,-0.7238634264406241,-0.0004390873320541,-6.757183215195168,40.0,1.0,0.1366804605718126,0.1683485118276969,tumor4,boosting,string,min
444,25%,0.9271621184118264,0.3205971140969192,0.8590712283724518,0.0566017723778731,205.25,139.0,0.2513334985063429,0.2948566588381549,tumor4,boosting,string,25%
445,50%,0.9538415653801632,0.4919953873403224,0.9096138273575888,0.2166801343203118,365.0,249.0,0.30140031537531,0.3512575035423104,tumor4,boosting,string,50%
446,75%,0.972733935550066,0.637116869330455,0.9460935575120784,0.3749266354186653,452.0,425.0,0.3711359225717749,0.432124374509629,tumor4,boosting,string,75%
447,max,0.9999999999998896,0.969698657352631,0.9999999999996794,0.8855263310240631,452.0,935.0,1.49916334594321,1.875077159365926,tumor4,boosting,string,max
448,count,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,tumor4,boosting,stringhi,count
449,mean,0.92823987773134,0.3624299259729123,0.8687058653702149,-0.0266701425751687,322.29093242087254,40.48751069289992,0.3712973709039269,0.3811336422434745,tumor4,boosting,stringhi,mean
450,std,0.0909169608076856,0.2431252792364469,0.126637737168331,0.5904446633257434,138.3622091112959,64.09168236619699,0.1572497461958773,0.1281313411388292,tumor4,boosting,stringhi,std
451,min,-5.676381916208035e-17,-0.7607801092446905,-0.0141285490295013,-23.130661998865147,40.0,1.0,0.1414110777197121,0.1683485118276969,tumor4,boosting,stringhi,min
452,25%,0.918486321568154,0.1954629480235085,0.8417442805637061,-0.1664567638507645,208.0,2.0,0.2721857325888457,0.2947624729476486,tumor4,boosting,stringhi,25%
453,50%,0.9492383591687618,0.3760212736902177,0.9000125022540981,0.0694803258173134,367.0,11.0,0.3343172403139529,0.3508967816929558,tumor4,boosting,stringhi,50%
454,75%,0.9693355811747076,0.5487523499457599,0.939009508154394,0.2667509537936841,452.0,51.0,0.4222322848579228,0.4314385095232902,tumor4,boosting,stringhi,75%
455,max,0.99999999999988,0.9247289773340992,0.9999999999997294,0.8407260997922756,452.0,858.0,2.9560295344986693,1.875077159365926,tumor4,boosting,stringhi,max
456,count,11622.0,11622.0,11622.0,11622.0,11622.0,11622.0,11622.0,11622.0,tumor5,forest,single,count
457,mean,0.6494002048724901,0.4528440853923687,0.4047953727063453,0.1910766479568577,400.3948545861298,1.0,0.3391526416152269,0.3902024426278744,tumor5,forest,single,mean
458,std,0.1262912710388754,0.2040135018560729,0.1475644343645726,0.284391759021007,165.1402141742545,0.0,0.1064236630613209,0.125506027990948,tumor5,forest,single,std
459,min,-2.3997897378138463e-16,-0.7852177301238479,-0.0001704902057586,-16.957373795103873,40.0,1.0,0.1449669768064892,0.1683485118276969,tumor5,forest,single,min
460,25%,0.5932191570134334,0.3342665043612664,0.3080925879182165,0.0786507634173453,284.0,1.0,0.2689013566271062,0.3059657468952187,tumor5,forest,single,25%
461,50%,0.6557755725666454,0.4730061217481651,0.3964022980469538,0.1949872085437136,464.0,1.0,0.3170914487030372,0.3621721457843212,tumor5,forest,single,50%
462,75%,0.7256009385989539,0.6001695699171123,0.498980536236567,0.3325128656108079,550.0,1.0,0.3823591157327608,0.4438125841806902,tumor5,forest,single,75%
463,max,0.9894184126483434,0.967956594463734,0.9602934495824996,0.9052378968074954,550.0,1.0,2.035660310464356,1.511486374749279,tumor5,forest,single,max
464,count,11646.0,11646.0,11646.0,11646.0,11646.0,11646.0,11646.0,11646.0,tumor5,forest,corum,count
465,mean,0.6855659911612503,0.487514431379741,0.4471464432663075,0.2236829629661475,399.8838227717672,7.269105272196462,0.3329666934380945,0.3900873883800883,tumor5,forest,corum,mean
466,std,0.130189983717435,0.2051589213424751,0.1519035265387529,0.2378748038256168,165.36874180244902,22.963507600736055,0.107284022175853,0.1255210290492714,tumor5,forest,corum,std
467,min,-6.967887186455553e-17,-0.7852177301238479,-0.0001594795372212,-4.392735246857461,40.0,1.0,0.1341663821612342,0.1683485118276969,tumor5,forest,corum,min
468,25%,0.6234729369985968,0.3751770279597182,0.3487861407397826,0.1077135670037318,283.0,1.0,0.2612385131890442,0.3058064764151841,tumor5,forest,corum,25%
469,50%,0.6979544916110179,0.5178312892811532,0.4464352626009473,0.2356421958621303,464.0,1.0,0.3125815127643666,0.3621165612529662,tumor5,forest,corum,50%
470,75%,0.7697832495994406,0.6331166881460052,0.5499880611696186,0.3669785420343312,550.0,2.0,0.3788823535517343,0.4437458976917589,tumor5,forest,corum,75%
471,max,0.9894184126483434,0.967956594463734,0.9602934495824996,0.9052378968074956,550.0,270.0,1.4625270081483417,1.511486374749279,tumor5,forest,corum,max
472,count,11794.0,11794.0,11794.0,11794.0,11794.0,11794.0,11794.0,11794.0,tumor5,forest,string,count
473,mean,0.8660690916363031,0.6690211321219329,0.6809774912450107,0.407248094031508,396.6192131592335,306.0370527386807,0.2866528241482918,0.3901849504399117,tumor5,forest,string,mean
474,std,0.0637561405501363,0.1956741901821063,0.1141636885187047,0.2351514143400682,167.18222326549576,220.2318541929957,0.0910820661833713,0.1255171512968766,tumor5,forest,string,std
475,min,-2.8489038854342287e-18,-0.7307879813234345,-3.250605464466538e-05,-4.784275099180134,40.0,1.0,0.1237982598039623,0.1683485118276969,tumor5,forest,string,min
476,25%,0.8408109674196095,0.6108813357443978,0.6130269611169077,0.3037200659013992,272.0,139.0,0.2246090101300211,0.3057939827834622,tumor5,forest,string,25%
477,50%,0.8738953733574593,0.7216469816431093,0.6860294798708582,0.4395098121041627,456.0,249.0,0.268209966400333,0.3621873993959842,tumor5,forest,string,50%
478,75%,0.9037691109073482,0.7937345117948647,0.75980169015898,0.5590625029587182,550.0,424.0,0.3291382022387351,0.4443160350835268,tumor5,forest,string,75%
479,max,0.9930023352774764,0.9898858597801012,0.9833551808357804,0.948747028725806,550.0,935.0,1.3247002627278144,1.511486374749279,tumor5,forest,string,max
480,count,11732.0,11732.0,11732.0,11732.0,11732.0,11732.0,11732.0,11732.0,tumor5,forest,stringhi,count
481,mean,0.777885713256243,0.5715103964672676,0.5589430347532518,0.3076058012719888,398.085663143539,40.37163314012956,0.3125161814159628,0.3899465532999824,tumor5,forest,stringhi,mean
482,std,0.1084353252969319,0.2062501881701203,0.1469315457916953,0.2364934637749347,166.32744491956328,64.01452029222656,0.1013583069444561,0.1254573705757359,tumor5,forest,stringhi,std
483,min,-5.566107535260668e-17,-0.5868992689010039,-9.08081154171736e-05,-2.561782136254046,40.0,1.0,0.133718041822746,0.1683485118276969,tumor5,forest,stringhi,min
484,25%,0.725463827938057,0.4742506009401488,0.4658621448161373,0.1873609321944377,277.0,2.0,0.2434866145448665,0.3056669365029578,tumor5,forest,stringhi,25%
485,50%,0.7982852546554092,0.6156441568652211,0.5691473819568519,0.3323154677940402,457.0,11.0,0.2932748990679152,0.3620661965540078,tumor5,forest,stringhi,50%
486,75%,0.8496367793804267,0.7143493558374967,0.6615347749315784,0.46037234088842,550.0,51.0,0.3581500742607769,0.4434780197694634,tumor5,forest,stringhi,75%
487,max,0.9873578555552228,0.9785342184478756,0.9615259858664572,0.9178281850580708,550.0,858.0,1.2797333861448763,1.511486374749279,tumor5,forest,stringhi,max
488,count,11813.0,11813.0,11813.0,11813.0,11813.0,11813.0,11813.0,11813.0,tumor5,forest,all,count
489,mean,0.9049219334199522,0.7315329090368409,0.7558331628107137,0.48071974112716,396.2522644544146,12231.0,0.2666305636432405,0.3904175458290027,tumor5,forest,all,mean
490,std,0.0481599589867118,0.1952919890652932,0.0975486141275327,0.2274382626071094,167.35906632729606,0.0,0.0872476934980511,0.125838045206146,tumor5,forest,all,std
491,min,0.5250173322858918,-0.5515456490461507,0.246755559255837,-1.475538337723553,40.0,12231.0,0.1113430046664409,0.1683485118276969,tumor5,forest,all,min
492,25%,0.8842869050181844,0.6978441684647563,0.6969047231637977,0.3881065082899083,272.0,12231.0,0.2073002694515223,0.3058202419786835,tumor5,forest,all,25%
493,50%,0.9105125265254942,0.7884295619210274,0.7610102186289056,0.5222604376673619,456.0,12231.0,0.2483579457855786,0.3622694340979042,tumor5,forest,all,50%
494,75%,0.9340474795115828,0.8480765398163228,0.8222625313610772,0.6311903242999688,550.0,12231.0,0.3062007470060118,0.4445868358322789,tumor5,forest,all,75%
495,max,0.9953781482709178,0.9940033518827164,0.9772797486940312,0.9408561994539724,550.0,12231.0,1.3302016621763466,1.511486374749279,tumor5,forest,all,max
496,count,11622.0,11622.0,11622.0,11622.0,11622.0,11622.0,11622.0,11622.0,tumor5,elastic,single,count
497,mean,0.3294455366080061,0.3291687219909502,0.1016658841500892,0.0716175650948583,400.3948545861298,1.0,0.367339364813163,0.3902024426278744,tumor5,elastic,single,mean
498,std,0.1937945018568214,0.2258496243841825,0.2499860661853016,0.5769304507263068,165.1402141742545,0.0,0.1428807664164386,0.125506027990948,tumor5,elastic,single,std
499,min,-0.1990290811034233,-0.836513574248116,-6.405885546997941,-24.165224613600163,40.0,1.0,0.1484247446127429,0.1683485118276969,tumor5,elastic,single,min
500,25%,0.1776648225348616,0.1617901041498265,0.0050678287265194,-0.0098930180231338,284.0,1.0,0.2850530712960429,0.3059657468952187,tumor5,elastic,single,25%
501,50%,0.3317992182380714,0.344878773171314,0.0802481147360745,0.0686777987277305,464.0,1.0,0.3337043780963034,0.3621721457843212,tumor5,elastic,single,50%
502,75%,0.4824592929977393,0.5063496747301581,0.2010330281330428,0.2024486805660519,550.0,1.0,0.4089047575876433,0.4438125841806902,tumor5,elastic,single,75%
503,max,0.8968444423033636,0.9122001068460458,0.7596880360092425,0.7970206741108136,550.0,1.0,2.3906042405090218,1.511486374749279,tumor5,elastic,single,max
504,count,11646.0,11646.0,11646.0,11646.0,11646.0,11646.0,11646.0,11646.0,tumor5,elastic,corum,count
505,mean,0.3689292044234406,0.3541118797629602,0.127791440712942,0.0854456564844653,399.8838227717672,7.269105272196462,0.3649164484587929,0.3900873883800883,tumor5,elastic,corum,mean
506,std,0.1939975712883513,0.2188442276993422,0.2559968790822994,0.5774579996534164,165.36874180244902,22.963507600736055,0.1439199280214242,0.1255210290492714,tumor5,elastic,corum,std
507,min,-0.1990290811034233,-0.836513574248116,-6.405885546997941,-24.165224613600163,40.0,1.0,0.1374596063746882,0.1683485118276969,tumor5,elastic,corum,min
508,25%,0.2287164698456953,0.203317695361617,0.0203507665265274,-0.0030134491417804,283.0,1.0,0.2809007669668774,0.3058064764151841,tumor5,elastic,corum,25%
509,50%,0.3788766054746039,0.3755267501426028,0.1139242171904363,0.0898251140771605,464.0,1.0,0.3319609984889103,0.3621165612529662,tumor5,elastic,corum,50%
510,75%,0.5194915246464861,0.5220233957382023,0.2377853534060549,0.2207463288619649,550.0,2.0,0.4085083588241427,0.4437458976917589,tumor5,elastic,corum,75%
511,max,0.8968444423033636,0.9122001068460458,0.7596880360092425,0.7970206741108136,550.0,270.0,2.3906042405090218,1.511486374749279,tumor5,elastic,corum,max
512,count,11794.0,11794.0,11794.0,11794.0,11794.0,11794.0,11794.0,11794.0,tumor5,elastic,string,count
513,mean,0.7375898717184702,0.5520086863745378,0.5267538785776419,0.2828314179914165,396.6192131592335,306.0370527386807,0.319423844004443,0.3901849504399117,tumor5,elastic,string,mean
514,std,0.1850463734014701,0.2170733867595027,0.242432705266619,0.2788245534334053,167.18222326549576,220.2318541929957,0.1192493773274434,0.1255171512968766,tumor5,elastic,string,std
515,min,-0.0012244519198589,-0.712191462160468,-1.386957677919236,-3.730744823172837,40.0,1.0,0.0466602958617417,0.1683485118276969,tumor5,elastic,string,min
516,25%,0.6713358189060896,0.4564839090585991,0.384702159637086,0.1463124214176561,272.0,139.0,0.2388039152259131,0.3057939827834622,tumor5,elastic,string,25%
517,50%,0.781002943063232,0.599583186262445,0.5620516669301829,0.317155650283475,456.0,249.0,0.2936963365651936,0.3621873993959842,tumor5,elastic,string,50%
518,75%,0.859734767276273,0.7010325002395356,0.702756552425743,0.4577827953290345,550.0,424.0,0.3675022754763051,0.4443160350835268,tumor5,elastic,string,75%
519,max,0.999997942600368,0.998576729742156,0.9999917689089922,0.995920418881775,550.0,935.0,1.7028397901014831,1.511486374749279,tumor5,elastic,string,max
520,count,11732.0,11732.0,11732.0,11732.0,11732.0,11732.0,11732.0,11732.0,tumor5,elastic,stringhi,count
521,mean,0.4809894547677475,0.4116388019282374,0.2311522917202539,0.1465692804241273,398.085663143539,40.37163314012956,0.353793088108923,0.3899465532999824,tumor5,elastic,stringhi,mean
