,Unnamed: 0,corr_train,corr_test,r2_train,r2_test,num_obs,num_features,nrmse,baseline_nrmse,tumor,method,feature,measure
172,25%,0.8533844653443884,0.3077766085591061,0.5963147604583073,0.0588983992018543,190.0,140.0,0.2796016344099132,0.3234717496061661,tumor3,forest,string,25%
173,50%,0.8815973108072381,0.4869082310372736,0.6680671357320058,0.1903175933448607,295.0,252.0,0.3261667689159866,0.3792223974583299,tumor3,forest,string,50%
174,75%,0.905091864578348,0.6323140938122697,0.7416691745595847,0.3456499871245369,295.0,428.0,0.3932994737354073,0.459111705424533,tumor3,forest,string,75%
175,max,0.9941719535279722,0.97243798877918,0.9437229779284044,0.8778874780813545,295.0,949.0,1.321454115173634,1.5570022579307417,tumor3,forest,string,max
176,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,forest,stringhi,count
177,mean,0.7841350969399391,0.4054429477141357,0.5521287861171014,0.1389816786034761,237.5618547832072,40.72315898141776,0.3648694855409489,0.408012681300113,tumor3,forest,stringhi,mean
178,std,0.1099270495063763,0.2422072356334974,0.1445660431724749,0.384810848247658,81.79810308064032,64.43977272756526,0.1253113826329595,0.1261011622367715,tumor3,forest,stringhi,std
179,min,-1.1095901708251787e-16,-0.8030156224574447,-0.0004101485220044,-20.93105821393468,40.0,1.0,0.1556523960560755,0.1663526436476059,tumor3,forest,stringhi,min
180,25%,0.7331696649379922,0.2470096045529099,0.4612128978789855,0.0135815204013756,190.0,2.0,0.2871646348424407,0.3234717496061661,tumor3,forest,stringhi,25%
181,50%,0.8075686643177291,0.4321204156960407,0.5624601383677303,0.1504413663932107,295.0,11.0,0.336272712946059,0.3792223974583299,tumor3,forest,stringhi,50%
182,75%,0.8570813688482639,0.5865044907695571,0.6529565021995669,0.3040699854400218,295.0,52.0,0.4053125375197937,0.459111705424533,tumor3,forest,stringhi,75%
183,max,0.9875187435519974,0.9374276399260234,0.939424178092896,0.8545901733327501,295.0,861.0,2.725825287551626,1.5570022579307417,tumor3,forest,stringhi,max
184,count,11629.0,11629.0,11629.0,11629.0,11629.0,11629.0,11629.0,11629.0,tumor3,forest,all,count
185,mean,0.9127571373728272,0.4788241634791794,0.7330268278363048,0.2124477376315598,237.50012898787517,12274.0,0.3496400032921417,0.4080867340360846,tumor3,forest,all,mean
186,std,0.039846072901144,0.2288399366891793,0.0839041565608317,0.2225370570687435,81.83978893835769,0.0,0.1132411938973931,0.1262657259653026,tumor3,forest,all,std
187,min,0.5409346498371311,-0.5529977029323616,0.2645228423911522,-3.37328591830928,40.0,12274.0,0.14349184165231,0.1663526436476059,tumor3,forest,all,min
188,25%,0.897668399530652,0.3382470272940616,0.6765271141618643,0.0790083311460165,190.0,12274.0,0.277529953816138,0.3234762592002675,tumor3,forest,all,25%
189,50%,0.91703920970776,0.5068194671920588,0.7347060911740446,0.1993523951776008,295.0,12274.0,0.3230915429125559,0.379296217025673,tumor3,forest,all,50%
190,75%,0.9337319688693304,0.6517641777034757,0.7944468933367259,0.3546988482698814,295.0,12274.0,0.3881412090058189,0.4591386612054444,tumor3,forest,all,75%
191,max,0.9958023040069944,0.9361630378921112,0.9548510248190066,0.8612609852305012,295.0,12274.0,1.3139237540272624,1.5570022579307417,tumor3,forest,all,max
192,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,elastic,single,count
193,mean,0.3337809663240758,0.3409506742606213,0.1070278406019168,0.070451424074249,237.5618547832072,1.0,0.3820182121588288,0.408012681300113,tumor3,elastic,single,mean
194,std,0.1957222669750275,0.242735377784503,0.2539881313511145,0.5949339450179748,81.79810308064032,0.0,0.1495819185633328,0.1261011622367715,tumor3,elastic,single,std
195,min,-0.2454712561577819,-0.6759933778126288,-6.405885546997941,-24.165224613600163,40.0,1.0,0.1479394009097494,0.1663526436476059,tumor3,elastic,single,min
196,25%,0.1841770574909976,0.1634318806886044,0.0079224855964209,-0.0134408593492102,190.0,1.0,0.2979870079553,0.3234717496061661,tumor3,elastic,single,25%
197,50%,0.3396399709722218,0.3588939589851134,0.0901376224859615,0.07069321913168,295.0,1.0,0.347341806568146,0.3792223974583299,tumor3,elastic,single,50%
198,75%,0.4874065791438538,0.5309744877204556,0.2094031884499008,0.2176830545832025,295.0,1.0,0.4195696594836001,0.459111705424533,tumor3,elastic,single,75%
199,max,0.893024065567866,0.9208748410576428,0.7484931103270676,0.7473728709441516,295.0,1.0,2.982643186521391,1.5570022579307417,tumor3,elastic,single,max
200,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,elastic,corum,count
201,mean,0.3672776529320076,0.35669459274269,0.1266869877596069,0.0787613729333566,237.5618547832072,7.335426703372333,0.3805436350284025,0.408012681300113,tumor3,elastic,corum,mean
202,std,0.1928434407515776,0.2387989027686748,0.2569581828022488,0.5957563256440872,81.79810308064032,23.280851270980964,0.1503042573088698,0.1261011622367715,tumor3,elastic,corum,std
203,min,-0.2454712561577819,-0.7334739868501833,-6.405885546997941,-24.165224613600163,40.0,1.0,0.1479394009097494,0.1663526436476059,tumor3,elastic,corum,min
204,25%,0.2310110067274125,0.1889016727212768,0.0236045177222991,-0.0088259457907495,190.0,1.0,0.2959837839222997,0.3234717496061661,tumor3,elastic,corum,25%
205,50%,0.3835000874120607,0.3782842930561509,0.1159976038650493,0.0849809059679855,295.0,1.0,0.3460740350782118,0.3792223974583299,tumor3,elastic,corum,50%
206,75%,0.516515374514867,0.539996610082567,0.2357115051714064,0.2302064405313043,295.0,2.0,0.4193201230184672,0.459111705424533,tumor3,elastic,corum,75%
207,max,0.893024065567866,0.9208748410576428,0.7484931103270676,0.7473728709441516,295.0,274.0,2.982643186521391,1.5570022579307417,tumor3,elastic,corum,max
208,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,elastic,string,count
209,mean,0.61091101843249,0.4201178672942454,0.3301054247540713,0.1366802766076627,237.5618547832072,308.6179456297316,0.3695405730806496,0.408012681300113,tumor3,elastic,string,mean
210,std,0.189306436276473,0.2375319093899701,0.2149626581820392,0.2929819845432989,81.79810308064032,221.8948566183153,0.1390295597655111,0.1261011622367715,tumor3,elastic,string,std
211,min,-0.0563908283617199,-0.7698916755148267,-1.6788316869057345,-8.114254906058271,40.0,1.0,0.1520369459401669,0.1663526436476059,tumor3,elastic,string,min
212,25%,0.5276743018682121,0.2707969414527684,0.1830903732158703,0.0112787316097731,190.0,140.0,0.2852133848434192,0.3234717496061661,tumor3,elastic,string,25%
213,50%,0.6477654694320101,0.4557323474907486,0.3379546262920197,0.1437257608728622,295.0,252.0,0.3348473759813316,0.3792223974583299,tumor3,elastic,string,50%
214,75%,0.7412492692916964,0.6010663037221635,0.4846383049614582,0.2954309363736949,295.0,428.0,0.4101429905092503,0.459111705424533,tumor3,elastic,string,75%
215,max,0.999998111189746,0.9484054426617694,0.9999900831713694,0.825470204061893,295.0,949.0,2.718735523078604,1.5570022579307417,tumor3,elastic,string,max
216,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,elastic,stringhi,count
217,mean,0.4525698112745399,0.385876533840232,0.195125697087215,0.1134286661661976,237.5618547832072,40.72315898141776,0.3750590837598618,0.408012681300113,tumor3,elastic,stringhi,mean
218,std,0.1957233270826309,0.2362722009868748,0.1900429781835048,0.2753736193118847,81.79810308064032,64.43977272756526,0.1394915606645407,0.1261011622367715,tumor3,elastic,stringhi,std
219,min,-0.2454712561577819,-0.8389287406603382,-3.2091136456235567,-10.75119777012833,40.0,1.0,0.1507574157156249,0.1663526436476059,tumor3,elastic,stringhi,min
220,25%,0.3271801945912607,0.2310375407090912,0.0662953533375344,-0.0012367920400795,190.0,2.0,0.2919346162986089,0.3234717496061661,tumor3,elastic,stringhi,25%
221,50%,0.4772902771407272,0.4127264303852019,0.1848877627661256,0.1095541497697855,295.0,11.0,0.341931448203453,0.3792223974583299,tumor3,elastic,stringhi,50%
222,75%,0.6007314983385728,0.5679439155585607,0.3191158026442448,0.2554303049933949,295.0,52.0,0.4151575226832639,0.459111705424533,tumor3,elastic,stringhi,75%
223,max,0.9496551526478084,0.9196876312204744,0.8769484819215014,0.7564229928726055,295.0,861.0,2.634623426630553,1.5570022579307417,tumor3,elastic,stringhi,max
224,count,11629.0,11629.0,11629.0,11629.0,11629.0,11629.0,11629.0,11629.0,tumor3,elastic,all,count
225,mean,0.762440088261014,0.433406924635301,0.5080353631996447,0.1596252390693779,237.50012898787517,12274.0,0.3640555343506683,0.4080867340360846,tumor3,elastic,all,mean
226,std,0.1853065679622855,0.2384313449920626,0.2526927138234962,0.2511296673862714,81.83978893835769,0.0,0.1292924420103571,0.1262657259653026,tumor3,elastic,all,std
227,min,0.0,-0.5780160497348431,-0.7457743157182473,-4.280785313614591,40.0,12274.0,0.160652723196104,0.1663526436476059,tumor3,elastic,all,min
228,25%,0.7042127253401173,0.2870840150997844,0.3462691842170835,0.0220421151385745,190.0,12274.0,0.2804988479251535,0.3234762592002675,tumor3,elastic,all,25%
229,50%,0.8079857541074608,0.4694845338300076,0.5391295146202311,0.1613176174880797,295.0,12274.0,0.3325823900336976,0.379296217025673,tumor3,elastic,all,50%
230,75%,0.8816765095645894,0.6140138587624996,0.7020749898661055,0.3189532421307652,295.0,12274.0,0.4064963337262532,0.4591386612054444,tumor3,elastic,all,75%
231,max,0.9999995120928332,0.9546983395988352,0.999996972187984,0.8317405816816416,295.0,12274.0,1.614825315285174,1.5570022579307417,tumor3,elastic,all,max
232,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,linreg,single,count
233,mean,0.3388512403526993,0.3459163985372956,0.1502381011893728,0.1184916789759379,237.5618547832072,1.0,0.3723482012568298,0.408012681300113,tumor3,linreg,single,mean
234,std,0.1882046368435621,0.2426834604160544,0.1342289887961793,0.1977814375725832,81.79810308064032,0.0,0.11757152152732,0.1261011622367715,tumor3,linreg,single,std
235,min,-2.3997897378138463e-16,-0.8389287406603381,-4.440892098500626e-16,-3.723888349320921,40.0,1.0,0.1516989380119751,0.1663526436476059,tumor3,linreg,single,min
236,25%,0.1864855768481528,0.1825095263946376,0.0347768743380591,-0.0005584912824724,190.0,1.0,0.2950546646300919,0.3234717496061661,tumor3,linreg,single,25%
237,50%,0.3397267581042944,0.3619444236273313,0.115414270428478,0.0900367239652671,295.0,1.0,0.3444764734077072,0.3792223974583299,tumor3,linreg,single,50%
238,75%,0.4874065791438535,0.5319755653541752,0.2375651768079684,0.239793517146077,295.0,1.0,0.4133766735026798,0.459111705424533,tumor3,linreg,single,75%
239,max,0.8930240655678662,0.920874841057643,0.7974919816833606,0.7923735162997094,295.0,1.0,1.487180264765285,1.5570022579307417,tumor3,linreg,single,max
240,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,linreg,corum,count
241,mean,0.3862711190092333,0.3548302048695011,0.1869890101966538,-9.889386525076796e+21,237.5618547832072,7.335426703372333,696069909.1361489,0.408012681300113,tumor3,linreg,corum,mean
242,std,0.19438848773364,0.2387660514243368,0.156100093640398,4.73156296431896e+23,81.79810308064032,23.280851270980964,24441478837.468037,0.1261011622367715,tumor3,linreg,corum,std
243,min,-2.3997897378138463e-16,-0.8389287406603381,-4.440892098500626e-16,-3.867445129623794e+25,40.0,1.0,0.1516989380119751,0.1663526436476059,tumor3,linreg,corum,min
244,25%,0.2412550922681774,0.1934470730241446,0.0582040195683714,-0.0062621808006779,190.0,1.0,0.2973442115726515,0.3234717496061661,tumor3,linreg,corum,25%
245,50%,0.3944165189974331,0.3722951710993086,0.1555643920602135,0.0945835075519498,295.0,1.0,0.3477468666535895,0.3792223974583299,tumor3,linreg,corum,50%
246,75%,0.5323065469800436,0.5362714038771375,0.2833502599598482,0.2462819031411073,295.0,2.0,0.419281372595474,0.459111705424533,tumor3,linreg,corum,75%
247,max,1.0,0.920874841057643,1.0,0.7923735162997094,295.0,274.0,1401356323984.8362,1.5570022579307417,tumor3,linreg,corum,max
248,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,linreg,string,count
249,mean,0.8895721642656799,0.0919098016832287,0.8130333935303169,-3.128983746788065e+25,237.5618547832072,308.6179456297316,528113283202.84393,0.408012681300113,tumor3,linreg,string,mean
250,std,0.147852764005273,0.2160448623249332,0.2078193556680198,1.0973056892849897e+27,81.79810308064032,221.8948566183153,1854616455390.34,0.1261011622367715,tumor3,linreg,string,std
251,min,-4.609111698645025e-18,-0.853487871097673,-0.8668036837435233,-1.1297992988677266e+29,40.0,1.0,0.1991582848279317,0.1663526436476059,tumor3,linreg,string,min
252,25%,0.8570100829161359,-0.0540420280145366,0.7344662825854851,-7.295279900286949e+23,190.0,140.0,0.6662558546825351,0.3234717496061661,tumor3,linreg,string,25%
253,50%,0.9498909263178044,0.07185065906384,0.9022927550561992,-1.0733780235226549e+22,295.0,252.0,37901073792.84972,0.3792223974583299,tumor3,linreg,string,50%
254,75%,0.9771842442256968,0.2184389499393962,0.9548890469342244,-1.5075917862196344,295.0,428.0,315601540236.52594,0.459111705424533,tumor3,linreg,string,75%
255,max,1.0,0.901398567194012,1.0,0.8023799549896279,295.0,949.0,95172575423892.77,1.5570022579307417,tumor3,linreg,string,max
256,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,linreg,stringhi,count
257,mean,0.5315562379436137,0.3380635402810362,0.3345219297808839,-2.3724266719768409e+24,237.5618547832072,40.72315898141776,35787973275.7781,0.408012681300113,tumor3,linreg,stringhi,mean
258,std,0.2280068629805138,0.2396835746571036,0.2445665772669636,7.0376627793023045e+25,81.79810308064032,64.43977272756526,565106529184.5054,0.1261011622367715,tumor3,linreg,stringhi,std
259,min,-5.676381916208035e-17,-0.7919812891941193,-2.220446049250313e-16,-4.265291842548984e+27,40.0,1.0,0.1688682538782196,0.1663526436476059,tumor3,linreg,stringhi,min
260,25%,0.3696811670394745,0.1748217354969327,0.1366641654270501,-0.1462451911304917,190.0,2.0,0.3095897766594825,0.3234717496061661,tumor3,linreg,stringhi,25%
261,50%,0.5416711542222453,0.3539299785542725,0.2934076402255095,0.0510700988007218,295.0,11.0,0.3697108818448082,0.3792223974583299,tumor3,linreg,stringhi,50%
262,75%,0.694916487962413,0.5216232348556511,0.482881548933657,0.2206024017110149,295.0,52.0,0.4770640225954874,0.459111705424533,tumor3,linreg,stringhi,75%
263,max,1.0,0.915320454606137,1.0,0.8281345801355207,295.0,861.0,26725839995429.11,1.5570022579307417,tumor3,linreg,stringhi,max
264,count,11629.0,11629.0,11629.0,11629.0,11629.0,11629.0,11629.0,11629.0,tumor3,linreg,all,count
265,mean,0.9565038485666773,0.0127111824434724,0.9141661506938152,-1.2450375075608254e+25,237.50012898787517,12274.0,565151728744.4933,0.4080867340360846,tumor3,linreg,all,mean
266,std,0.0516703381769298,0.1651161630137482,0.1295424135367524,1.5348401540280855e+26,81.83978893835769,0.0,1151693762996.4187,0.1262657259653026,tumor3,linreg,all,std
267,min,0.2746560633944239,-0.7507067978677358,-3.925788807156394,-9.259236735583662e+27,40.0,12274.0,0.2741880188646226,0.1663526436476059,tumor3,linreg,all,min
268,25%,0.950896708300146,-0.0843193404229228,0.9041817476162805,-3.093482541482397e+24,190.0,12274.0,124209447150.49556,0.3234762592002675,tumor3,linreg,all,25%
269,50%,0.9717971319633036,0.0043288117665719,0.9443689822519494,-9.008247489397808e+23,295.0,12274.0,343266535541.18384,0.379296217025673,tumor3,linreg,all,50%
270,75%,0.9834211350955312,0.0989728536950319,0.9671154829918668,-1.0639126026323842e+23,295.0,12274.0,635174722777.5349,0.4591386612054444,tumor3,linreg,all,75%
271,max,1.0,0.8903974410132492,1.0,0.789663228621835,295.0,12274.0,36842042741083.34,1.5570022579307417,tumor3,linreg,all,max
272,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,boosting,single,count
273,mean,0.8980978978541266,0.2211977536022807,0.8249320161854335,-0.4348368999879043,237.5618547832072,1.0,0.4669279792922314,0.408012681300113,tumor3,boosting,single,mean
274,std,0.147479435328617,0.2232782593075833,0.18864195426868,0.7812132043780449,81.79810308064032,0.0,0.1667007410112395,0.1261011622367715,tumor3,boosting,single,std
275,min,-1.3024571881311556e-16,-0.720044275671265,-0.0087991442824175,-46.786227694837926,40.0,1.0,0.1715882972682993,0.1663526436476059,tumor3,boosting,single,min
276,25%,0.8998056584715616,0.0637786673432011,0.8068594943108565,-0.6497633803838669,190.0,1.0,0.3644457310711517,0.3234717496061661,tumor3,boosting,single,25%
277,50%,0.9449316002898368,0.2105908671835202,0.8880358695067704,-0.3270786914713587,295.0,1.0,0.4295527731459397,0.3792223974583299,tumor3,boosting,single,50%
278,75%,0.9653276634764504,0.3740121135776086,0.9274772072173508,-0.0549524693560888,295.0,1.0,0.5210557809226994,0.459111705424533,tumor3,boosting,single,75%
279,max,0.99999935797734,0.9404657886715124,0.9999980972065796,0.867808889713656,295.0,1.0,3.2828451269728984,1.5570022579307417,tumor3,boosting,single,max
280,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,boosting,corum,count
281,mean,0.9103608692580007,0.2645611431257878,0.8463941387482314,-0.3055421532079116,237.5618547832072,7.222470750172058,0.4473902296115893,0.408012681300113,tumor3,boosting,corum,mean
282,std,0.1416276476889767,0.232988794024335,0.1817407227871889,0.6375706648918967,81.79810308064032,23.084090208154105,0.1694628073845073,0.1261011622367715,tumor3,boosting,corum,std
283,min,-1.3024571881311556e-16,-0.720044275671265,-0.0087991442824175,-13.3858325130943,40.0,1.0,0.1471816195173228,0.1663526436476059,tumor3,boosting,corum,min
284,25%,0.9144576358800164,0.1024023284891171,0.833957675099811,-0.5249078219397503,190.0,1.0,0.3398113748976718,0.3234717496061661,tumor3,boosting,corum,25%
285,50%,0.9534460931644876,0.2598833582743994,0.9058474060489063,-0.1841285159087983,295.0,1.0,0.4130894534706687,0.3792223974583299,tumor3,boosting,corum,50%
286,75%,0.972218065091375,0.4308331462750524,0.9428984179342992,0.0578673279938058,295.0,2.0,0.5078552608535847,0.459111705424533,tumor3,boosting,corum,75%
287,max,0.9999999999818928,0.9196299699587506,0.9999999999574688,0.8442042649050574,295.0,272.0,2.972090953766124,1.5570022579307417,tumor3,boosting,corum,max
288,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,boosting,string,count
289,mean,0.957664881000951,0.4658632182047584,0.9195428644851332,0.1867442940752854,237.5618547832072,308.6179456297316,0.3531550864375299,0.408012681300113,tumor3,boosting,string,mean
290,std,0.0532457444270235,0.2402271221986922,0.0862360324732211,0.3329805851574607,81.79810308064032,221.8948566183153,0.1263969559248931,0.1261011622367715,tumor3,boosting,string,std
291,min,-1.8748701906356373e-17,-0.7841141730751237,-0.0032919312072559,-6.134981532414557,40.0,1.0,0.1470218651328372,0.1663526436476059,tumor3,boosting,string,min
292,25%,0.9521550893385078,0.3169737446450977,0.9062568739832224,0.049589221214353,190.0,140.0,0.2725306590213224,0.3234717496061661,tumor3,boosting,string,25%
293,50%,0.9720727571721872,0.4989684339342181,0.9447676678454318,0.2198518499531502,295.0,252.0,0.3215792293812505,0.3792223974583299,tumor3,boosting,string,50%
294,75%,0.9835325070580117,0.6448393735904083,0.9672315158103592,0.3843298927226319,295.0,428.0,0.3931415935153918,0.459111705424533,tumor3,boosting,string,75%
295,max,0.9999999999967012,0.9768621279890146,0.9999999999931484,0.8730054503597715,295.0,949.0,1.49916334594321,1.5570022579307417,tumor3,boosting,string,max
296,count,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,11624.0,tumor3,boosting,stringhi,count
297,mean,0.943897695385232,0.3696445944356611,0.8992917578122183,-0.0336503738808403,237.5618547832072,40.72315898141776,0.3956911708369512,0.408012681300113,tumor3,boosting,stringhi,mean
298,std,0.0959966166888534,0.2516904006829635,0.1290403676238686,0.6708704654792882,81.79810308064032,64.43977272756526,0.1569788195325219,0.1261011622367715,tumor3,boosting,stringhi,std
299,min,-5.676381916208035e-17,-0.7065369735418842,-0.0071178151041868,-37.48518173736311,40.0,1.0,0.1503798256307645,0.1663526436476059,tumor3,boosting,stringhi,min
300,25%,0.944334637278819,0.1943701477621885,0.8903013939633296,-0.1867452383061243,190.0,2.0,0.2968903013779047,0.3234717496061661,tumor3,boosting,stringhi,25%
301,50%,0.9686575572767564,0.3883713973558553,0.9373550988874304,0.0684683280570371,295.0,11.0,0.3594870089352219,0.3792223974583299,tumor3,boosting,stringhi,50%
302,75%,0.9815524876985664,0.5611218804713718,0.9631743618994892,0.2760126638998603,295.0,52.0,0.4472126595044549,0.459111705424533,tumor3,boosting,stringhi,75%
303,max,0.9999999999980496,0.919041265776924,0.9999999999957628,0.8227573593122294,295.0,861.0,2.9560295344986693,1.5570022579307417,tumor3,boosting,stringhi,max
304,count,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,tumor4,forest,single,count
305,mean,0.6248655920536765,0.3261562245692839,0.3711162881254883,0.0738725188374217,323.9456005526293,1.0,0.356406576545015,0.3812749956852738,tumor4,forest,single,mean
306,std,0.1235012797601314,0.23013978061651,0.1434512186729319,0.3164541021640432,137.74327692934995,0.0,0.1287052176418494,0.1281831089575841,tumor4,forest,single,std
307,min,-2.3997897378138463e-16,-0.784586297264461,-0.0001704902057586,-18.02417406227456,40.0,1.0,0.1453024566623005,0.1683485118276969,tumor4,forest,single,min
308,25%,0.5612185150420824,0.1660411369430803,0.272257790530208,-0.027627995323886,212.0,1.0,0.2754834178849761,0.2949245536172039,tumor4,forest,single,25%
309,50%,0.6257675579702437,0.3357908796121278,0.3588767795980239,0.0747325870384679,368.0,1.0,0.3260245440102981,0.3510351461116502,tumor4,forest,single,50%
310,75%,0.7018795602836256,0.4994149271444714,0.4617744379316304,0.2179568984841847,452.0,1.0,0.3990995519111391,0.4314426405437818,tumor4,forest,single,75%
311,max,0.9840413245886452,0.9760343000588938,0.924291719070647,0.8197051787864259,452.0,1.0,2.071342547481592,1.875077159365926,tumor4,forest,single,max
312,count,11605.0,11605.0,11605.0,11605.0,11605.0,11605.0,11605.0,11605.0,tumor4,forest,corum,count
313,mean,0.661593776026643,0.3478635686453166,0.409441002215768,0.0925592229861579,323.5812149935373,7.288927186557518,0.3532260473834363,0.3811799180525933,tumor4,forest,corum,mean
314,std,0.1274934889432413,0.2286053683170752,0.1460912636782429,0.2653876257868547,137.85129256251912,23.00127806039345,0.1281439086618075,0.1281886652728745,tumor4,forest,corum,std
315,min,-8.760089728067358e-17,-0.7845862972644612,-0.0001594795372212,-4.829563901241981,40.0,1.0,0.1453024566623005,0.1683485118276969,tumor4,forest,corum,min
316,25%,0.5922566536135743,0.1945295939972471,0.3107936864668689,-0.0149916207911173,212.0,1.0,0.2715849310793735,0.2948066820115687,tumor4,forest,corum,25%
317,50%,0.6704781922057599,0.3641419844119519,0.4043949567549492,0.0986992155197981,367.0,1.0,0.3231438135855119,0.3508941531669584,tumor4,forest,corum,50%
318,75%,0.7467106041409212,0.5200215245590202,0.5046424641426399,0.238237508932961,452.0,2.0,0.3968411662372718,0.4314426405437818,tumor4,forest,corum,75%
319,max,0.9840413245886452,0.9760343000588938,0.924291719070647,0.8197051787864258,452.0,270.0,2.03644453553286,1.875077159365926,tumor4,forest,corum,max
320,count,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,11750.0,tumor4,forest,string,count
321,mean,0.846407456190293,0.4431938964897393,0.6201034148958807,0.1813637944724097,321.19787234042553,306.4499574468085,0.3342535847259195,0.3814367631284717,tumor4,forest,string,mean
322,std,0.0656783352674938,0.2280569286842962,0.1170257356487989,0.2432864591793757,138.91420897691518,220.3429781244796,0.1179000569043308,0.1283108569744912,tumor4,forest,string,std
323,min,-2.8489038854342287e-18,-0.7551825667711064,-3.250605464466538e-05,-5.677282055611801,40.0,1.0,0.1385870554946443,0.1683485118276969,tumor4,forest,string,min
324,25%,0.8166234668020623,0.3025360727147542,0.5423517879307107,0.0581083601355039,205.25,139.0,0.2585128731868962,0.2948566588381549,tumor4,forest,string,25%
325,50%,0.8499522694210353,0.473928874491654,0.6192875672487657,0.1808432600828103,365.0,249.0,0.3069955547880409,0.3512575035423104,tumor4,forest,string,50%
326,75%,0.8828914366065141,0.614295637871792,0.7002505196111919,0.3275258754428778,452.0,425.0,0.3719832732428858,0.432124374509629,tumor4,forest,string,75%
327,max,0.9909005359048552,0.972834968807393,0.943442736232744,0.8758737591822434,452.0,935.0,1.3366959966989478,1.875077159365926,tumor4,forest,string,max
328,count,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,11690.0,tumor4,forest,stringhi,count
329,mean,0.7548341329018916,0.3944305270867077,0.5104694482309496,0.1320817232217391,322.29093242087254,40.48751069289992,0.3441520201387709,0.3811336422434745,tumor4,forest,stringhi,mean
330,std,0.1084630565323513,0.2309131130072825,0.1427031520707028,0.3589440656490737,138.3622091112959,64.09168236619699,0.1267559720077591,0.1281313411388292,tumor4,forest,stringhi,std
331,min,-5.557621858272648e-17,-0.6770673575906856,-9.080811541739564e-05,-20.5877791168444,40.0,1.0,0.1414405421850257,0.1683485118276969,tumor4,forest,stringhi,min
332,25%,0.6996580533848042,0.2480473003064011,0.4160095566430485,0.0202470020490017,208.0,2.0,0.2649304301698127,0.2947624729476486,tumor4,forest,stringhi,25%
333,50%,0.7729863172874771,0.4165072859479188,0.5126142993595698,0.1426999282841965,367.0,11.0,0.3158117570898033,0.3508967816929558,tumor4,forest,stringhi,50%
334,75%,0.8251287039670698,0.56692282404104,0.6079047283190362,0.2870122896576856,452.0,51.0,0.3851241323102456,0.4314385095232902,tumor4,forest,stringhi,75%
335,max,0.9841968744631888,0.9374276399260236,0.9400049457166092,0.8519165318845944,452.0,858.0,2.725825287551626,1.875077159365926,tumor4,forest,stringhi,max
336,count,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,tumor4,forest,all,count
337,mean,0.8873422076576418,0.4710969523167393,0.688879078388737,0.2067518463636905,320.8827427988784,12235.0,0.3294673583892387,0.3816932077510092,tumor4,forest,all,mean
338,std,0.0496944618343934,0.2246060537942211,0.0981058980923279,0.2129935368629057,139.0668474190596,0.0,0.1153578522658178,0.1286616504504423,tumor4,forest,all,std
339,min,0.5251787520390473,-0.5702982758402567,0.2470727475871609,-3.6051220973650624,40.0,12235.0,0.1341791147124994,0.1683485118276969,tumor4,forest,all,min
340,25%,0.8615087081748162,0.3381461270315786,0.6227634011433549,0.0796726606478371,205.0,12235.0,0.2553781923171497,0.2948902402301263,tumor4,forest,all,25%
341,50%,0.8885008675580138,0.4969069328150988,0.6893864323074277,0.195097029700212,363.0,12235.0,0.3028108224739178,0.3514180694051359,tumor4,forest,all,50%
342,75%,0.916584938774974,0.638976396883048,0.7569885433995776,0.3451169181185732,452.0,12235.0,0.367098663916809,0.4323959832469132,tumor4,forest,all,75%
343,max,0.9959483178646368,0.9376924670950536,0.955068907944347,0.8588586789625627,452.0,12235.0,1.3267076646961509,1.875077159365926,tumor4,forest,all,max
344,count,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,11581.0,tumor4,elastic,single,count
345,mean,0.3142771198692426,0.3225969555201544,0.0962680182595007,0.0603348917912111,323.9456005526293,1.0,0.3605722240298214,0.3812749956852738,tumor4,elastic,single,mean
346,std,0.1840939754227558,0.2259480397033051,0.240041831755581,0.5830596935528789,137.74327692934995,0.0,0.1486230425582128,0.1281831089575841,tumor4,elastic,single,std
